Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes,Prior Project,Prior Anatomical Structure (CV)
696501949,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-387400,,transcriptomics,SMART-seq v4,MOp,cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,MOp
696534285,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-387400,,transcriptomics,SMART-seq v4,MOp,cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,MOp
696534292,mouse,NCBI:txid10090,Slc32a1-IRES-Cre;Ai14-387400,,transcriptomics,SMART-seq v4,MOp,cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,MOp
697485657,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai14-388065,,transcriptomics,SMART-seq v4,MOp,cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,MOp
697486206,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai14-388065,,transcriptomics,SMART-seq v4,MOp,cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,MOp
697487344,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai14-388065,,transcriptomics,SMART-seq v4,MOp,cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,MOp
697488401,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai14-388065,,transcriptomics,SMART-seq v4,MOp,cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,MOp
697489193,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai14-388065,,transcriptomics,SMART-seq v4,MOp,cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,MOp
697606467,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai14-388066,,transcriptomics,SMART-seq v4,MOp,cells,40,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,MOp
697608481,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai14-388066,,transcriptomics,SMART-seq v4,MOp,cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,MOp
697610643,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai14-388066,,transcriptomics,SMART-seq v4,MOp,cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,MOp
697612158,mouse,NCBI:txid10090,Pvalb-IRES-Cre;Ai14-388066,,transcriptomics,SMART-seq v4,MOp,cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,"Mouse MOp - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects,,MOp
703616225,mouse,NCBI:txid10090,392362,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,AHN;ASO;ZI;PeF;LHA;SO;SCH;RCH;SBPV;PVa;PVH;PVHd;VMH;PVi;TU;ARH;DMH;ME,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYm2
703617137,mouse,NCBI:txid10090,392362,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,AHN;ASO;ZI;PeF;LHA;SO;SCH;RCH;SBPV;PVa;PVH;PVHd;VMH;PVi;TU;ARH;DMH;ME,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYm2
703618421,mouse,NCBI:txid10090,392362,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,AHN;ASO;ZI;PeF;LHA;SO;SCH;RCH;SBPV;PVa;PVH;PVHd;VMH;PVi;TU;ARH;DMH;ME,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYm2
703619305,mouse,NCBI:txid10090,392362,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,AHN;ASO;ZI;PeF;LHA;SO;SCH;RCH;SBPV;PVa;PVH;PVHd;VMH;PVi;TU;ARH;DMH;ME,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYm2
703619539,mouse,NCBI:txid10090,392362,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,AHN;ASO;ZI;PeF;LHA;SO;SCH;RCH;SBPV;PVa;PVH;PVHd;VMH;PVi;TU;ARH;DMH;ME,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYm2
703619725,mouse,NCBI:txid10090,392362,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,AHN;ASO;ZI;PeF;LHA;SO;SCH;RCH;SBPV;PVa;PVH;PVHd;VMH;PVi;TU;ARH;DMH;ME,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYm2
703844009,mouse,NCBI:txid10090,390444,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,112,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
703844615,mouse,NCBI:txid10090,390444,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,112,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
703845214,mouse,NCBI:txid10090,390444,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,112,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
703846041,mouse,NCBI:txid10090,390444,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,112,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
703846728,mouse,NCBI:txid10090,390444,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,112,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
704213859,mouse,NCBI:txid10090,391926,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,AHN;ASO;ZI;PeF;LHA;SO;SCH;RCH;SBPV;PVa;PVH;PVHd;VMH;PVi;TU;ARH;DMH;ME,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYm2
704214764,mouse,NCBI:txid10090,391926,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,AHN;ASO;ZI;PeF;LHA;SO;SCH;RCH;SBPV;PVa;PVH;PVHd;VMH;PVi;TU;ARH;DMH;ME,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYm2
704215711,mouse,NCBI:txid10090,391926,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,AHN;ASO;ZI;PeF;LHA;SO;SCH;RCH;SBPV;PVa;PVH;PVHd;VMH;PVi;TU;ARH;DMH;ME,cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYm2
704216198,mouse,NCBI:txid10090,391926,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,AHN;ASO;ZI;PeF;LHA;SO;SCH;RCH;SBPV;PVa;PVH;PVHd;VMH;PVi;TU;ARH;DMH;ME,cells,80,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYm2
704216686,mouse,NCBI:txid10090,391926,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,AHN;ASO;ZI;PeF;LHA;SO;SCH;RCH;SBPV;PVa;PVH;PVHd;VMH;PVi;TU;ARH;DMH;ME,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYm2
704217879,mouse,NCBI:txid10090,391926,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,AHN;ASO;ZI;PeF;LHA;SO;SCH;RCH;SBPV;PVa;PVH;PVHd;VMH;PVi;TU;ARH;DMH;ME,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYm2
705668654,mouse,NCBI:txid10090,392590,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
705668931,mouse,NCBI:txid10090,392590,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
705670457,mouse,NCBI:txid10090,392590,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
705670984,mouse,NCBI:txid10090,392590,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
705672481,mouse,NCBI:txid10090,392590,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
705674254,mouse,NCBI:txid10090,392590,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
705674940,mouse,NCBI:txid10090,392590,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
705844565,mouse,NCBI:txid10090,392360,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LHA;PSTN;STN;ZI,cells,38,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYpl
705845025,mouse,NCBI:txid10090,392360,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LHA;PSTN;STN;ZI,cells,27,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYpl
705845536,mouse,NCBI:txid10090,392360,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LHA;PSTN;STN;ZI,cells,9,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYpl
705846004,mouse,NCBI:txid10090,392360,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,LHA;PSTN;STN;ZI,cells,6,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2019Q4,,,HYpl
706800283,mouse,NCBI:txid10090,393682,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
706800295,mouse,NCBI:txid10090,393682,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
706800297,mouse,NCBI:txid10090,393682,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
706800305,mouse,NCBI:txid10090,393682,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
706800310,mouse,NCBI:txid10090,393682,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
706800318,mouse,NCBI:txid10090,393682,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
706800335,mouse,NCBI:txid10090,393682,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
706800352,mouse,NCBI:txid10090,393682,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,sAMY,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
706924120,mouse,NCBI:txid10090,393683,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,192,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
706926280,mouse,NCBI:txid10090,393683,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,192,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
706926290,mouse,NCBI:txid10090,393683,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,192,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
706927496,mouse,NCBI:txid10090,393683,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
706927894,mouse,NCBI:txid10090,393683,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
706928072,mouse,NCBI:txid10090,393683,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,88,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
707637033,mouse,NCBI:txid10090,393684,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,75,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
707637054,mouse,NCBI:txid10090,393684,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
707637084,mouse,NCBI:txid10090,393684,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,64,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
707637934,mouse,NCBI:txid10090,393684,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,40,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
707652193,mouse,NCBI:txid10090,393684,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
707653305,mouse,NCBI:txid10090,393684,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,53,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
709148466,mouse,NCBI:txid10090,394060,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,224,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
709149781,mouse,NCBI:txid10090,394060,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,224,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
709150787,mouse,NCBI:txid10090,394060,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,224,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
709152790,mouse,NCBI:txid10090,394060,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,PAL,cells,224,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_proj,zeng_sc_SSv4,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,,2020Q2,,,
