Sample ID,Organism Type (CV),Organism NCBI Taxonomy ID,Transgenic Line Information,Modality (CV),Method (CV),Technique (CV),Anatomical Structure (CV),Total Processed Cells,Organization (CV),Lab,Investigator,Grant Number (CV),R24 Name (CV),R24 Directory,Comments
570904066,mouse,NCBI:txid10090,Rorb-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1;MOs2/3;MOs5;MOs6,37,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
572375715,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,18,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
572375727,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,15,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
572375729,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,2,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
572375736,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,32,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
572375738,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,12,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
572375740,mouse,NCBI:txid10090,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,1,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
572839102,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,2,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
573090378,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,1,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
573090662,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,1,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
573371718,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,15,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
573371796,mouse,NCBI:txid10090,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,5,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
575815458,mouse,NCBI:txid10090,Vipr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4;VISp5;VISp6,55,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
575815593,mouse,NCBI:txid10090,Vipr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4;VISp5;VISp6,6,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
575919187,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
575919189,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp2/3,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
575919191,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp2/3,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
576269204,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp2/3,41,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
576269410,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,78,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
576269945,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,63,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
576591081,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1,38,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
576591385,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,40,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
576591575,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,37,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
576591797,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs6,40,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
577236814,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2/wt;Ai139(TIT2L-GFP-ICL-TPT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,7,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
577237321,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2/wt;Ai139(TIT2L-GFP-ICL-TPT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,4,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
577353610,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp2/3,42,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
577354713,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1,33,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
577355932,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp4,40,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
577355938,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6,44,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
577355942,mouse,NCBI:txid10090,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5,45,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
578451193,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
578451600,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
578472568,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp2/3,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
578472602,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp2/3,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
578472629,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
578917430,mouse,NCBI:txid10090,Sst-IRES-Cre/wt;Pvalb-T2A-Dre/wt;Ai66/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5;MOs6,5,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
578917722,mouse,NCBI:txid10090,Sst-IRES-Cre/wt;Pvalb-T2A-Dre/wt;Ai66/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1;MOs2/3,3,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
578917813,mouse,NCBI:txid10090,Sst-IRES-Cre/wt;Pvalb-T2A-Dre/wt;Ai66/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1;MOs2/3,4,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
578917924,mouse,NCBI:txid10090,Sst-IRES-Cre/wt;Pvalb-T2A-Dre/wt;Ai66/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5;MOs6,6,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
579245835,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,44,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
579245837,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,76,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
579245865,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,6,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
579434752,mouse,NCBI:txid10090,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,5,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
579434863,mouse,NCBI:txid10090,Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs2/3,2,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
579621693,mouse,NCBI:txid10090,Sst-IRES-Cre/wt;Pvalb-T2A-Dre/wt;Ai66/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1;MOs2/3,9,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
579621705,mouse,NCBI:txid10090,Sst-IRES-Cre/wt;Pvalb-T2A-Dre/wt;Ai66/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5;MOs6,4,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
579621707,mouse,NCBI:txid10090,Sst-IRES-Cre/wt;Pvalb-T2A-Dre/wt;Ai66/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1;MOs2/3,6,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
579621709,mouse,NCBI:txid10090,Sst-IRES-Cre/wt;Pvalb-T2A-Dre/wt;Ai66/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5;MOs6,9,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
580227226,mouse,NCBI:txid10090,Scnn1a-Tg3-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1;MOs2/3;MOs5;MOs6,17,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
580367605,mouse,NCBI:txid10090,Scnn1a-Tg3-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1;MOs2/3;MOs5;MOs6,9,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
580367801,mouse,NCBI:txid10090,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,48,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
580367804,mouse,NCBI:txid10090,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,48,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
580478584,mouse,NCBI:txid10090,Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5;VISp6,46,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
580481152,mouse,NCBI:txid10090,Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5;VISp6,47,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
580482813,mouse,NCBI:txid10090,Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp2/3;VISp4,23,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
580484016,mouse,NCBI:txid10090,Tac1-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp2/3;VISp4,23,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
580613411,mouse,NCBI:txid10090,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,30,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
580613504,mouse,NCBI:txid10090,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,4,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
580626905,mouse,NCBI:txid10090,Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4;VISp5;VISp6,27,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
580745274,mouse,NCBI:txid10090,Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4;VISp5;VISp6,8,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
581195431,mouse,NCBI:txid10090,Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4;VISp5;VISp6,48,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
581216123,mouse,NCBI:txid10090,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4,4,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
581216126,mouse,NCBI:txid10090,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5;VISp6,8,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
581218294,mouse,NCBI:txid10090,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5;VISp6,9,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
581220331,mouse,NCBI:txid10090,Vipr2-IRES2-Cre/wt;Slc32a1-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4,6,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
584250278,mouse,NCBI:txid10090,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5;VISp6,4,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
584250397,mouse,NCBI:txid10090,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4,22,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
584250452,mouse,NCBI:txid10090,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4,7,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
584250455,mouse,NCBI:txid10090,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp5;VISp6,7,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
584630697,mouse,NCBI:txid10090,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1;MOs2/3,11,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
584630700,mouse,NCBI:txid10090,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5;MOs6,3,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
584630715,mouse,NCBI:txid10090,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs1;MOs2/3,24,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
584630723,mouse,NCBI:txid10090,Nkx2-1-CreERT2/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5;MOs6,3,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
585075180,mouse,NCBI:txid10090,Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp1;VISp2/3;VISp4;VISp5;VISp6,1,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
585141971,mouse,NCBI:txid10090,wt/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOs5,92,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
585739157,mouse,NCBI:txid10090,Oxtr-T2A-Cre/wt;Ai110(RCL-FnGF-nT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6,16,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
585739173,mouse,NCBI:txid10090,Oxtr-T2A-Cre/wt;Ai110(RCL-FnGF-nT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp2/3,31,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
585739209,mouse,NCBI:txid10090,Oxtr-T2A-Cre/wt;Ai110(RCL-FnGF-nT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp2/3,38,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
585739214,mouse,NCBI:txid10090,Oxtr-T2A-Cre/wt;Ai110(RCL-FnGF-nT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,VISp6,21,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
585947410,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2/wt;Ai139(TIT2L-GFP-ICL-TPT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,3,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
585947422,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2/wt;Ai139(TIT2L-GFP-ICL-TPT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,9,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
585947430,mouse,NCBI:txid10090,Pvalb-T2A-CreERT2/wt;Ai139(TIT2L-GFP-ICL-TPT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,4,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
587378557,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp2/3,51,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
587379126,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,10,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
587379191,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp2/3,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
587379198,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,54,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
587379202,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,45,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
587379204,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp2/3,21,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
587379208,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
587379218,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp2/3,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
587379220,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
587379234,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp2/3,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
587379236,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
588531960,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp2/3,72,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
588531981,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,48,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
588531990,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp2/3,71,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
588531992,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,63,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
588532007,mouse,NCBI:txid10090,Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp6,50,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
589079985,mouse,NCBI:txid10090,Nr5a1-Cre/wt;Ai14(RCL-tdT)/wt,Transcriptomics,scRNA-Seq,SMART-seq,MOp5,57,Allen Institute for Brain Science,Zeng_U19,Hongkui Zeng,1-U19-MH114830-01,NeMO,,
