Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes
514911040,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-239954,,transcriptomics,SMART-seq v4,VISp1,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L1,2019Q1,Corrected structures/projects
514911082,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-239954,,transcriptomics,SMART-seq v4,VISp6a,Cells,11,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L6,2019Q1,Corrected structures/projects
514911085,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-239954,,transcriptomics,SMART-seq v4,VISp4,Cells,21,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L4,2019Q1,Corrected structures/projects
514911088,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-239954,,transcriptomics,SMART-seq v4,VISp5,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L5,2019Q1,Corrected structures/projects
514911091,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-239954,,transcriptomics,SMART-seq v4,VISp2/3,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L2/3,2019Q1,Corrected structures/projects
514911439,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-239954,,transcriptomics,SMART-seq v4,VISp1,Cells,4,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L1,2019Q1,Corrected structures/projects
514911454,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-239954,,transcriptomics,SMART-seq v4,VISp6a,Cells,13,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L6,2019Q1,Corrected structures/projects
514911500,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-239954,,transcriptomics,SMART-seq v4,VISp4,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L4,2019Q1,Corrected structures/projects
514911595,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-239954,,transcriptomics,SMART-seq v4,VISp5,Cells,23,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L5,2019Q1,Corrected structures/projects
514911598,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-239954,,transcriptomics,SMART-seq v4,VISp2/3,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse VISp - L2/3,2019Q1,Corrected structures/projects
521628413,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-247662,,transcriptomics,SMART-seq v4,MOs1,Cells,15,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521628418,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-247662,,transcriptomics,SMART-seq v4,MOs2/3,Cells,57,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521628452,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-247662,,transcriptomics,SMART-seq v4,MOs5,Cells,35,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521628503,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-247662,,transcriptomics,SMART-seq v4,MOs6a,Cells,21,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521628532,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-247662,,transcriptomics,SMART-seq v4,MOs2/3,Cells,37,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521628546,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-247662,,transcriptomics,SMART-seq v4,MOs1,Cells,10,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521957508,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-247666,,transcriptomics,SMART-seq v4,MOs6a,Cells,46,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521957514,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-247666,,transcriptomics,SMART-seq v4,MOs1,Cells,22,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521957519,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-247666,,transcriptomics,SMART-seq v4,MOs6a,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521957522,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-247666,,transcriptomics,SMART-seq v4,MOs5,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521957527,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-247666,,transcriptomics,SMART-seq v4,MOs1,Cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
521957530,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-247666,,transcriptomics,SMART-seq v4,MOs2/3,Cells,58,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
524904517,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-250737,,transcriptomics,SMART-seq v4,MOs1,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
524904588,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-250737,,transcriptomics,SMART-seq v4,MOs1,Cells,17,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
524904680,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-250737,,transcriptomics,SMART-seq v4,MOs5,Cells,43,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
524904799,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-250737,,transcriptomics,SMART-seq v4,MOs2/3,Cells,59,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
524904868,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-250737,,transcriptomics,SMART-seq v4,MOs6a,Cells,25,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
524904888,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-250737,,transcriptomics,SMART-seq v4,MOs5,Cells,47,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L5,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
530738968,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-259102,,transcriptomics,SMART-seq v4,MOs1,Cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
530738973,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-259102,,transcriptomics,SMART-seq v4,MOs1,Cells,6,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
530738975,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-259102,,transcriptomics,SMART-seq v4,MOs1,Cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
530739006,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-259102,,transcriptomics,SMART-seq v4,MOs1,Cells,3,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
530739027,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-259102,,transcriptomics,SMART-seq v4,MOs1,Cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
528994838,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-260509,,transcriptomics,SMART-seq v4,MOs1,Cells,4,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
528994840,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-260509,,transcriptomics,SMART-seq v4,MOs6a,Cells,11,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
528994845,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-260509,,transcriptomics,SMART-seq v4,MOs1,Cells,20,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
528994850,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-260509,,transcriptomics,SMART-seq v4,MOs1,Cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
528994853,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-260509,,transcriptomics,SMART-seq v4,MOs1,Cells,6,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
528994919,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-260509,,transcriptomics,SMART-seq v4,MOs1,Cells,11,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
528809251,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-260510,,transcriptomics,SMART-seq v4,MOs6a,Cells,27,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
528809294,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-260510,,transcriptomics,SMART-seq v4,MOs1,Cells,3,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
528809471,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-260510,,transcriptomics,SMART-seq v4,MOs1,Cells,5,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
528809497,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-260510,,transcriptomics,SMART-seq v4,MOs1,Cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
528809617,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-260510,,transcriptomics,SMART-seq v4,MOs1,Cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
528809667,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-260510,,transcriptomics,SMART-seq v4,MOs6a,Cells,8,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L6,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
540133445,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-264921,,transcriptomics,SMART-seq v4,MOs1,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
540133455,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-264921,,transcriptomics,SMART-seq v4,MOs1,Cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
540133520,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-264921,,transcriptomics,SMART-seq v4,MOs1,Cells,51,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
540133676,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-264921,,transcriptomics,SMART-seq v4,MOs1,Cells,15,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L1,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
540133707,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-264921,,transcriptomics,SMART-seq v4,MOs2/3,Cells,6,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse ALM - L2/3,2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
561904691,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-286662,,transcriptomics,SMART-seq v4,MOs,Cells,9,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_viral,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer_viral/},"Mouse ALM - L1, L2/3, L5, L6",2019Q1,Corrected structures/projects; ALM temporarily repersented by Mos
585075180,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-313296,,transcriptomics,SMART-seq v4,VISp,Cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_viral,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer_viral/},"Mouse VISp - L1, L2/3, L4, L5, L6",2019Q1,Corrected structures/projects
596058597,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-324789,,transcriptomics,SMART-seq v4,VISp,Cells,3,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_viral,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer_viral/},"Mouse VISp - L1, L2/3, L4, L5, L6",2019Q1,Corrected structures/projects
595732628,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-324792,,transcriptomics,SMART-seq v4,VISp,Cells,6,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4_viral,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer_viral/},"Mouse VISp - L1, L2/3, L4, L5, L6",2019Q1,Corrected structures/projects
644235105,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-351985,,transcriptomics,SMART-seq v4,MOp2/3,Nuclei,198,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},Mouse MOp - L2/3,2019Q1,Corrected structures/projects
644235736,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-351985,,transcriptomics,SMART-seq v4,MOp6a,Nuclei,187,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},Mouse MOp - L6a,2019Q1,Corrected structures/projects
644236039,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-351985,,transcriptomics,SMART-seq v4,MOp6b,Nuclei,80,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},Mouse MOp - L6b,2019Q1,Corrected structures/projects
644236144,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-351985,,transcriptomics,SMART-seq v4,MOp1,Nuclei,42,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},Mouse MOp - L1,2019Q1,Corrected structures/projects
644236309,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-351985,,transcriptomics,SMART-seq v4,MOp5,Nuclei,5,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},Mouse MOp - L5,2019Q1,Corrected structures/projects
644475241,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-351986,,transcriptomics,SMART-seq v4,MOp2/3,Nuclei,237,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},Mouse MOp - L2/3,2019Q1,Corrected structures/projects
644475417,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-351986,,transcriptomics,SMART-seq v4,MOp6b,Nuclei,80,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},Mouse MOp - L6b,2019Q1,Corrected structures/projects
644475983,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-351986,,transcriptomics,SMART-seq v4,MOp5,Nuclei,307,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},Mouse MOp - L5,2019Q1,Corrected structures/projects
644476847,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-351986,,transcriptomics,SMART-seq v4,MOp6a,Nuclei,256,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sn_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/sncell/SMARTer/},Mouse MOp - L6a,2019Q1,Corrected structures/projects
652943786,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-361531,,transcriptomics,SMART-seq v4,HIP,Cells,184,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse HIP - Posterior,2019Q1,Corrected structures/projects
652944120,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-361531,,transcriptomics,SMART-seq v4,HIP,Cells,192,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse HIP - Mid-Posterior,2019Q1,Corrected structures/projects
652944467,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-361531,,transcriptomics,SMART-seq v4,HIP,Cells,192,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse HIP - Mid-Anterior,2019Q1,Corrected structures/projects
652944523,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-361531,,transcriptomics,SMART-seq v4,HIP,Cells,192,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse HIP - Anterior,2019Q1,Corrected structures/projects
652175066,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-361532,,transcriptomics,SMART-seq v4,HIP,Cells,192,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse HIP - Posterior,2019Q1,Corrected structures/projects
652176022,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-361532,,transcriptomics,SMART-seq v4,HIP,Cells,192,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse HIP - Mid-Posterior,2019Q1,Corrected structures/projects
652176907,mouse,NCBI:txid10090,Gad2-IRES-Cre;Ai14-361532,,transcriptomics,SMART-seq v4,HIP,Cells,192,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_sc_SSv4,NEMO,{http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/},Mouse HIP - Mid-Anterior,2019Q1,Corrected structures/projects
