Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),R24 Name (CV),R24 link,Metadata Submission,Data Collection (CV),Project (CV)
541657323,mouse,NCBI:txid10090,265462,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,SSp_L2-3,Cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
541657326,mouse,NCBI:txid10090,265462,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,SSp_L6,Cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
541657328,mouse,NCBI:txid10090,265462,Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,SSp_L4,Cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
541689248,mouse,NCBI:txid10090,265999,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L6,Cells,13,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
541689251,mouse,NCBI:txid10090,265999,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L5,Cells,15,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
541689255,mouse,NCBI:txid10090,265999,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L4,Cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
541689257,mouse,NCBI:txid10090,265999,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L2-3,Cells,17,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
542300402,mouse,NCBI:txid10090,266800,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
542309892,mouse,NCBI:txid10090,266796,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,10,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
542309905,mouse,NCBI:txid10090,266796,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,14,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
542309907,mouse,NCBI:txid10090,266796,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,14,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
543095283,mouse,NCBI:txid10090,266801,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
543308944,mouse,NCBI:txid10090,266797,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,30,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
543318476,mouse,NCBI:txid10090,267086,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
543338262,mouse,NCBI:txid10090,275830,Vipr2-IRES2-Cre/wt;PhiC31-neo/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,VISp_L1-L2-3-L4-L5-L6,Cells,62,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
543339535,mouse,NCBI:txid10090,275830,Vipr2-IRES2-Cre/wt;PhiC31-neo/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,VISp_L1-L2-3-L4-L5-L6,Cells,66,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
543351034,mouse,NCBI:txid10090,267875,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,19,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
543381889,mouse,NCBI:txid10090,266799,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,14,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
543399949,mouse,NCBI:txid10090,267874,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,137,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
543843788,mouse,NCBI:txid10090,267877,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,96,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
543843790,mouse,NCBI:txid10090,267876,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
544886003,mouse,NCBI:txid10090,267878,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,64,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
545453517,mouse,NCBI:txid10090,269212,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,4,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
545455479,mouse,NCBI:txid10090,269458,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,12,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
545509227,mouse,NCBI:txid10090,269459,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,32,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
545608156,mouse,NCBI:txid10090,270081,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
545803804,mouse,NCBI:txid10090,270079,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,2,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
545807366,mouse,NCBI:txid10090,269214,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,16,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
546085552,mouse,NCBI:txid10090,270080,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,80,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
546345027,mouse,NCBI:txid10090,271363,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,10,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
546377980,mouse,NCBI:txid10090,270083,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,6,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
546398459,mouse,NCBI:txid10090,270881,Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,17,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
547243812,mouse,NCBI:txid10090,271524,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
547330916,mouse,NCBI:txid10090,C1373,Esr1-2A-Cre/wt,transcriptomics,SMART-seq v4,VMHvl,Cells,21,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q4,zeng_sc_SSv4,zeng_sc_SSv4_proj
547389173,mouse,NCBI:txid10090,272053,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,64,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
547571216,mouse,NCBI:txid10090,272051,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,69,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
547575393,mouse,NCBI:txid10090,271526,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,50,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
547588945,mouse,NCBI:txid10090,271523,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,6,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
548390516,mouse,NCBI:txid10090,272052,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,25,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
548926915,mouse,NCBI:txid10090,272040,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,26,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
549353337,mouse,NCBI:txid10090,272046,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,83,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
549462566,mouse,NCBI:txid10090,272050,Ai14(RCL-tdT)/Ai14(RCL-tdT),transcriptomics,SMART-seq v4,ALM_L1-L2-3-L5-L6,Cells,5,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
549876394,mouse,NCBI:txid10090,272729,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L4-L5-L6,Cells,10,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
549876637,mouse,NCBI:txid10090,272729,Sim1-Cre_KJ18/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L4-L5-L6,Cells,14,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
549888687,mouse,NCBI:txid10090,273282,Trib2-F2A-CreERT2/wt;Snap25-LSL-F2A-GFP/wt,transcriptomics,SMART-seq v4,VISp_L4-L5,Cells,56,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
549888733,mouse,NCBI:txid10090,273282,Trib2-F2A-CreERT2/wt;Snap25-LSL-F2A-GFP/wt,transcriptomics,SMART-seq v4,VISp_L1-L2-3,Cells,72,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
549888741,mouse,NCBI:txid10090,273282,Trib2-F2A-CreERT2/wt;Snap25-LSL-F2A-GFP/wt,transcriptomics,SMART-seq v4,VISp_L6,Cells,9,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
549888984,mouse,NCBI:txid10090,273282,Trib2-F2A-CreERT2/wt;Snap25-LSL-F2A-GFP/wt,transcriptomics,SMART-seq v4,VISp_L6,Cells,9,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
549889246,mouse,NCBI:txid10090,273282,Trib2-F2A-CreERT2/wt;Snap25-LSL-F2A-GFP/wt,transcriptomics,SMART-seq v4,VISp_L4-L5,Cells,22,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
550212958,mouse,NCBI:txid10090,273284,Trib2-F2A-CreERT2/wt;Snap25-LSL-F2A-GFP/wt,transcriptomics,SMART-seq v4,ALM_L1-L2-3,Cells,20,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
550212998,mouse,NCBI:txid10090,273284,Trib2-F2A-CreERT2/wt;Snap25-LSL-F2A-GFP/wt,transcriptomics,SMART-seq v4,ALM_L5,Cells,40,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
550213112,mouse,NCBI:txid10090,273284,Trib2-F2A-CreERT2/wt;Snap25-LSL-F2A-GFP/wt,transcriptomics,SMART-seq v4,ALM_L6,Cells,14,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
550215602,mouse,NCBI:txid10090,273284,Trib2-F2A-CreERT2/wt;Snap25-LSL-F2A-GFP/wt,transcriptomics,SMART-seq v4,ALM_L1-L2-3,Cells,20,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
550215723,mouse,NCBI:txid10090,273284,Trib2-F2A-CreERT2/wt;Snap25-LSL-F2A-GFP/wt,transcriptomics,SMART-seq v4,ALM_L6,Cells,18,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
551412912,mouse,NCBI:txid10090,274152,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L1-L2-3,Cells,26,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
551413093,mouse,NCBI:txid10090,274152,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L4,Cells,9,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
551413140,mouse,NCBI:txid10090,274152,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L5,Cells,61,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
551413195,mouse,NCBI:txid10090,274152,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L6,Cells,34,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
551422268,mouse,NCBI:txid10090,273951,Chrna2-Cre_OE25/wt;Pvalb-T2A-Dre/wt;Ai66(RCRL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L5-L6,Cells,23,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
551423105,mouse,NCBI:txid10090,273951,Chrna2-Cre_OE25/wt;Pvalb-T2A-Dre/wt;Ai66(RCRL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L5-L6,Cells,4,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
551423559,mouse,NCBI:txid10090,273954,Tlx3-Cre_PL56/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L4-L5-L6,Cells,48,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
551423590,mouse,NCBI:txid10090,273954,Tlx3-Cre_PL56/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L4-L5-L6,Cells,24,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
551423831,mouse,NCBI:txid10090,274153,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L6,Cells,47,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
551423835,mouse,NCBI:txid10090,274153,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L5,Cells,55,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
551423840,mouse,NCBI:txid10090,274153,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L4,Cells,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
551423847,mouse,NCBI:txid10090,274153,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,VISp_L1-L2-3,Cells,34,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
551435383,mouse,NCBI:txid10090,274891,Nos1-CreERT2/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L5-L6,Cells,13,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
551435398,mouse,NCBI:txid10090,274891,Nos1-CreERT2/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L1-L2-3,Cells,10,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
551435415,mouse,NCBI:txid10090,274891,Nos1-CreERT2/wt;Ai14(RCL-tdT)/wt,transcriptomics,SMART-seq v4,ALM_L5-L6,Cells,13,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,NEMO,http://data.nemoarchive.org/biccn/lab/zeng/transcriptome/scell/SMARTer/,2019Q1,zeng_sc_SSv4,zeng_sc_SSv4_proj
