sample_id,sample_type,donor_id,legacy_id,Organism Type (CV),Organism NCBI Taxonomy ID,Transgenic Line Information,experiment_id,sample_id,modality,method,technique,modality.method.technique,Anatomical Structure (CV),Total Processed Cells,Organization (CV),organization,team_name,investigator,grant_number,data_archive,Public R24 directory,Public R24 file path,file_location,Desired ID,,BIL legacy.ID,legacy_id,legacy_modality,legacy_method,legacy_technique,Release,,,,,,,
aba:cell_prep_samples:526518754,dissection,aba:donors:524867908,526518754,mouse,NCBI:txid10090,,biccn:experiments:705,aba:cell_prep_samples:526518754,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,24,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,526518754,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:526553257,dissection,aba:donors:526143720,526553257,mouse,NCBI:txid10090,,biccn:experiments:706,aba:cell_prep_samples:526553257,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,43,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,526553257,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:526553259,dissection,aba:donors:526143720,526553259,mouse,NCBI:txid10090,,biccn:experiments:707,aba:cell_prep_samples:526553259,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,12,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,526553259,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:526553268,dissection,aba:donors:526143720,526553268,mouse,NCBI:txid10090,,biccn:experiments:708,aba:cell_prep_samples:526553268,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,8,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,526553268,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:526553276,dissection,aba:donors:526143720,526553276,mouse,NCBI:txid10090,,biccn:experiments:709,aba:cell_prep_samples:526553276,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,5,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,526553276,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:526553305,dissection,aba:donors:526143720,526553305,mouse,NCBI:txid10090,,biccn:experiments:710,aba:cell_prep_samples:526553305,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,17,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,526553305,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:526553639,dissection,aba:donors:526143720,526553639,mouse,NCBI:txid10090,,biccn:experiments:711,aba:cell_prep_samples:526553639,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,8,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,526553639,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:526816912,dissection,aba:donors:524867927,526816912,mouse,NCBI:txid10090,,biccn:experiments:712,aba:cell_prep_samples:526816912,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,13,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,526816912,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:526816920,dissection,aba:donors:524867927,526816920,mouse,NCBI:txid10090,,biccn:experiments:713,aba:cell_prep_samples:526816920,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,30,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,526816920,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:526816950,dissection,aba:donors:524867927,526816950,mouse,NCBI:txid10090,,biccn:experiments:714,aba:cell_prep_samples:526816950,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,34,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,526816950,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527076482,dissection,aba:donors:526765895,527076482,mouse,NCBI:txid10090,,biccn:experiments:715,aba:cell_prep_samples:527076482,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,28,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527076482,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527076484,dissection,aba:donors:526765895,527076484,mouse,NCBI:txid10090,,biccn:experiments:716,aba:cell_prep_samples:527076484,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,6,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527076484,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527076488,dissection,aba:donors:526765895,527076488,mouse,NCBI:txid10090,,biccn:experiments:717,aba:cell_prep_samples:527076488,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,7,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527076488,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527076491,dissection,aba:donors:526765895,527076491,mouse,NCBI:txid10090,,biccn:experiments:718,aba:cell_prep_samples:527076491,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,2,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527076491,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527076496,dissection,aba:donors:526765895,527076496,mouse,NCBI:txid10090,,biccn:experiments:719,aba:cell_prep_samples:527076496,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,3,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527076496,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527076498,dissection,aba:donors:526765895,527076498,mouse,NCBI:txid10090,,biccn:experiments:720,aba:cell_prep_samples:527076498,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,7,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527076498,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527399070,dissection,aba:donors:526143870,527399070,mouse,NCBI:txid10090,,biccn:experiments:721,aba:cell_prep_samples:527399070,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,13,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527399070,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527399073,dissection,aba:donors:526143870,527399073,mouse,NCBI:txid10090,,biccn:experiments:722,aba:cell_prep_samples:527399073,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,1,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527399073,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527399084,dissection,aba:donors:526143870,527399084,mouse,NCBI:txid10090,,biccn:experiments:723,aba:cell_prep_samples:527399084,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,17,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527399084,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527399086,dissection,aba:donors:526143870,527399086,mouse,NCBI:txid10090,,biccn:experiments:724,aba:cell_prep_samples:527399086,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,4,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527399086,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527588810,dissection,aba:donors:525376622,527588810,mouse,NCBI:txid10090,,biccn:experiments:725,aba:cell_prep_samples:527588810,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,41,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527588810,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527588817,dissection,aba:donors:525376622,527588817,mouse,NCBI:txid10090,,biccn:experiments:726,aba:cell_prep_samples:527588817,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,46,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527588817,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527588821,dissection,aba:donors:525376622,527588821,mouse,NCBI:txid10090,,biccn:experiments:727,aba:cell_prep_samples:527588821,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,24,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527588821,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527588823,dissection,aba:donors:525376622,527588823,mouse,NCBI:txid10090,,biccn:experiments:728,aba:cell_prep_samples:527588823,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,32,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527588823,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527588877,dissection,aba:donors:525376622,527588877,mouse,NCBI:txid10090,,biccn:experiments:729,aba:cell_prep_samples:527588877,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,41,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527588877,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527588894,dissection,aba:donors:525376622,527588894,mouse,NCBI:txid10090,,biccn:experiments:730,aba:cell_prep_samples:527588894,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,48,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527588894,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527592685,dissection,aba:donors:524867931,527592685,mouse,NCBI:txid10090,,biccn:experiments:731,aba:cell_prep_samples:527592685,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,22,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527592685,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527592687,dissection,aba:donors:524867931,527592687,mouse,NCBI:txid10090,,biccn:experiments:732,aba:cell_prep_samples:527592687,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,7,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527592687,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527592689,dissection,aba:donors:524867931,527592689,mouse,NCBI:txid10090,,biccn:experiments:733,aba:cell_prep_samples:527592689,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,31,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527592689,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527592929,dissection,aba:donors:524867931,527592929,mouse,NCBI:txid10090,,biccn:experiments:734,aba:cell_prep_samples:527592929,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,26,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527592929,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527592940,dissection,aba:donors:524867931,527592940,mouse,NCBI:txid10090,,biccn:experiments:735,aba:cell_prep_samples:527592940,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,5,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527592940,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527606138,dissection,aba:donors:526143724,527606138,mouse,NCBI:txid10090,,biccn:experiments:736,aba:cell_prep_samples:527606138,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,27,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527606138,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527606367,dissection,aba:donors:526143724,527606367,mouse,NCBI:txid10090,,biccn:experiments:737,aba:cell_prep_samples:527606367,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,24,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527606367,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527606511,dissection,aba:donors:526143724,527606511,mouse,NCBI:txid10090,,biccn:experiments:738,aba:cell_prep_samples:527606511,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,18,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527606511,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527606577,dissection,aba:donors:526143724,527606577,mouse,NCBI:txid10090,,biccn:experiments:739,aba:cell_prep_samples:527606577,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,7,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527606577,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527606855,dissection,aba:donors:526143724,527606855,mouse,NCBI:txid10090,,biccn:experiments:740,aba:cell_prep_samples:527606855,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,35,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527606855,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527607525,dissection,aba:donors:526143724,527607525,mouse,NCBI:txid10090,,biccn:experiments:741,aba:cell_prep_samples:527607525,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,10,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527607525,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527619496,dissection,aba:donors:526143728,527619496,mouse,NCBI:txid10090,,biccn:experiments:742,aba:cell_prep_samples:527619496,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,30,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527619496,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527619501,dissection,aba:donors:526143728,527619501,mouse,NCBI:txid10090,,biccn:experiments:743,aba:cell_prep_samples:527619501,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,15,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527619501,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527619504,dissection,aba:donors:526143728,527619504,mouse,NCBI:txid10090,,biccn:experiments:744,aba:cell_prep_samples:527619504,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,9,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527619504,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527619507,dissection,aba:donors:526143728,527619507,mouse,NCBI:txid10090,,biccn:experiments:745,aba:cell_prep_samples:527619507,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,3,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527619507,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527619513,dissection,aba:donors:526143728,527619513,mouse,NCBI:txid10090,,biccn:experiments:746,aba:cell_prep_samples:527619513,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,26,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527619513,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527619520,dissection,aba:donors:526143728,527619520,mouse,NCBI:txid10090,,biccn:experiments:747,aba:cell_prep_samples:527619520,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,10,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527619520,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527623258,dissection,aba:donors:526143882,527623258,mouse,NCBI:txid10090,,biccn:experiments:748,aba:cell_prep_samples:527623258,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,71,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527623258,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527623271,dissection,aba:donors:526143882,527623271,mouse,NCBI:txid10090,,biccn:experiments:749,aba:cell_prep_samples:527623271,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,63,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527623271,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527623275,dissection,aba:donors:526143882,527623275,mouse,NCBI:txid10090,,biccn:experiments:750,aba:cell_prep_samples:527623275,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,52,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527623275,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527623280,dissection,aba:donors:526143882,527623280,mouse,NCBI:txid10090,,biccn:experiments:751,aba:cell_prep_samples:527623280,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,57,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527623280,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527623284,dissection,aba:donors:526143882,527623284,mouse,NCBI:txid10090,,biccn:experiments:752,aba:cell_prep_samples:527623284,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,59,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527623284,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527623287,dissection,aba:donors:526143882,527623287,mouse,NCBI:txid10090,,biccn:experiments:753,aba:cell_prep_samples:527623287,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,47,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527623287,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527694085,dissection,aba:donors:527381549,527694085,mouse,NCBI:txid10090,,biccn:experiments:754,aba:cell_prep_samples:527694085,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,7,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527694085,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527694087,dissection,aba:donors:527381549,527694087,mouse,NCBI:txid10090,,biccn:experiments:755,aba:cell_prep_samples:527694087,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,2,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527694087,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527746565,dissection,aba:donors:526143732,527746565,mouse,NCBI:txid10090,,biccn:experiments:756,aba:cell_prep_samples:527746565,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,15,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527746565,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527746570,dissection,aba:donors:526143732,527746570,mouse,NCBI:txid10090,,biccn:experiments:757,aba:cell_prep_samples:527746570,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,7,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527746570,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527746575,dissection,aba:donors:526143732,527746575,mouse,NCBI:txid10090,,biccn:experiments:758,aba:cell_prep_samples:527746575,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,6,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527746575,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527746607,dissection,aba:donors:526143732,527746607,mouse,NCBI:txid10090,,biccn:experiments:759,aba:cell_prep_samples:527746607,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,2,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527746607,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527746609,dissection,aba:donors:526143732,527746609,mouse,NCBI:txid10090,,biccn:experiments:760,aba:cell_prep_samples:527746609,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,1,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527746609,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527929061,dissection,aba:donors:527559268,527929061,mouse,NCBI:txid10090,,biccn:experiments:761,aba:cell_prep_samples:527929061,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,47,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527929061,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527929083,dissection,aba:donors:527559268,527929083,mouse,NCBI:txid10090,,biccn:experiments:762,aba:cell_prep_samples:527929083,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,46,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527929083,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527929100,dissection,aba:donors:527559268,527929100,mouse,NCBI:txid10090,,biccn:experiments:763,aba:cell_prep_samples:527929100,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,47,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527929100,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527929104,dissection,aba:donors:527559268,527929104,mouse,NCBI:txid10090,,biccn:experiments:764,aba:cell_prep_samples:527929104,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,48,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527929104,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527929272,dissection,aba:donors:527559268,527929272,mouse,NCBI:txid10090,,biccn:experiments:765,aba:cell_prep_samples:527929272,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,48,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527929272,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527929371,dissection,aba:donors:527559268,527929371,mouse,NCBI:txid10090,,biccn:experiments:766,aba:cell_prep_samples:527929371,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,46,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527929371,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527934201,dissection,aba:donors:527683955,527934201,mouse,NCBI:txid10090,,biccn:experiments:767,aba:cell_prep_samples:527934201,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,14,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527934201,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527934271,dissection,aba:donors:527683955,527934271,mouse,NCBI:txid10090,,biccn:experiments:768,aba:cell_prep_samples:527934271,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,16,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527934271,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
aba:cell_prep_samples:527936383,dissection,aba:donors:527851623,527936383,mouse,NCBI:txid10090,,biccn:experiments:769,aba:cell_prep_samples:527936383,transcriptomics,scRNA-seq,SMART-seq,transcriptomics.scRNA-seq.SMART-seq,,2,,,U19 Zeng,Hongkui Zeng,1-U19-MH114830-01,NeMO,,#N/A,,,,,527936383,Transcriptomics,scRNA-Seq,SMART-seq,Q3 2018,,,,,,,
