AIBS_675849391,mouse,NCBI:txid10090,381016,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_675959717,mouse,NCBI:txid10090,381017,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,"AId Agranular insular area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_678177119,mouse,NCBI:txid10090,381013,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,MOp Primary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_660581644,mouse,NCBI:txid10090,370078,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_653195605,mouse,NCBI:txid10090,363928,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,MOp Primary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_811319588,mouse,NCBI:txid10090,436700,Ntsr1-Cre_GN220/wt,connectivity,retrograde transsynaptic tracing,AUDpo Posterior auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,/bil/data/17/28/1728aaa5a67cb758/0539059486/,,,,,,,,,,,,
AIBS_555040459,mouse,NCBI:txid10090,,PB-mCitrine_P038,population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information,,,,,,,,,
AIBS_560806749,mouse,NCBI:txid10090,,PB-mCitrine_P170,population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information,,,,,,,,,
AIBS_543135620,mouse,NCBI:txid10090,,Pdyn-T2A-CreERT2,population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information,,,,,,,,,
AIBS_538318714,mouse,NCBI:txid10090,,"Penk-IRES2-Cre-neo,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information,,,,,,,,,
AIBS_653169192,mouse,NCBI:txid10090,363612,Penk-IRES2-Cre-neo/wt,connectivity,retrograde transsynaptic tracing,CP Caudoputamen,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_653169224,mouse,NCBI:txid10090,363611,Penk-IRES2-Cre-neo/wt,connectivity,retrograde transsynaptic tracing,CP Caudoputamen,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_538318744,mouse,NCBI:txid10090,,"Plxnd1-CreER,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information,,,,,,,,,
AIBS_484714116,mouse,NCBI:txid10090,,"Prkcd-GluCla-CFP-IRES-Cre,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information,,,,,,,,,
AIBS_476046078,mouse,NCBI:txid10090,,"Pvalb-IRES-Cre,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information,,,,,,,,,
AIBS_718857961,mouse,NCBI:txid10090,401200,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"RSPv Retrosplenial area, ventral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_718859054,mouse,NCBI:txid10090,401202,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"ORBl Orbital area, lateral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_732589856,mouse,NCBI:txid10090,406644,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,RT Reticular nucleus of the thalamus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_732592093,mouse,NCBI:txid10090,404859,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,RT Reticular nucleus of the thalamus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_738663458,mouse,NCBI:txid10090,408473,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"SSp-bfd Primary somatosensory area, barrel field",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_738663477,mouse,NCBI:txid10090,408474,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"SSp-bfd Primary somatosensory area, barrel field",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_745305919,mouse,NCBI:txid10090,412133,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"SSp-m Primary somatosensory area, mouth",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_754482771,mouse,NCBI:txid10090,413357,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"SSp-m Primary somatosensory area, mouth",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_756696637,mouse,NCBI:txid10090,422604,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,CUL Culmen,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_762111320,mouse,NCBI:txid10090,415533,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISpm posteromedial visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_763241451,mouse,NCBI:txid10090,417830,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISpm posteromedial visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_763241514,mouse,NCBI:txid10090,417832,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISal Anterolateral visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_763241608,mouse,NCBI:txid10090,417833,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISrl Rostrolateral visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_763241700,mouse,NCBI:txid10090,417835,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISrl Rostrolateral visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_763241781,mouse,NCBI:txid10090,417958,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISrl Rostrolateral visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_766006503,mouse,NCBI:txid10090,418564,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,AN Ansiform lobule,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_766011376,mouse,NCBI:txid10090,420246,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,AN Ansiform lobule,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_766146894,mouse,NCBI:txid10090,422603,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"GPe Globus pallidus, external segment",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_766153595,mouse,NCBI:txid10090,422606,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,CUL Culmen,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_769352439,mouse,NCBI:txid10090,421237,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISl Lateral visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_709455459,mouse,NCBI:txid10090,394437,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_710280892,mouse,NCBI:txid10090,396149,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_723545403,mouse,NCBI:txid10090,395985,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_724673429,mouse,NCBI:txid10090,396145,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_724673675,mouse,NCBI:txid10090,396148,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_724674313,mouse,NCBI:txid10090,396319,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_726052386,mouse,NCBI:txid10090,396320,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISl Lateral visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_726052987,mouse,NCBI:txid10090,396323,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,VISl Lateral visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_726153874,mouse,NCBI:txid10090,404858,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,ZI Zona incerta,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_686696318,mouse,NCBI:txid10090,385368,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"ACAd Anterior cingulate area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_693745745,mouse,NCBI:txid10090,384879,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,MOp Primary motor area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_700286169,mouse,NCBI:txid10090,392895,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"ACAd Anterior cingulate area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_705653675,mouse,NCBI:txid10090,391894,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"AId Agranular insular area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_705885964,mouse,NCBI:txid10090,391901,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"AId Agranular insular area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_678177127,mouse,NCBI:txid10090,380322,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,PL Prelimbic area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_678177135,mouse,NCBI:txid10090,380321,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,PL Prelimbic area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_683703747,mouse,NCBI:txid10090,384360,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,ZI Zona incerta,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_657861412,mouse,NCBI:txid10090,367347,Pvalb-IRES-Cre/wt,connectivity,retrograde transsynaptic tracing,"SCm Superior colliculus, motor related",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_475322682,mouse,NCBI:txid10090,,"Rbp4-Cre_KL100,Ai14(RCL-tdT)",population imaging,STPT,,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_expr_char,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/expressioncharacterization/STPT/},,2018Q4,Genotype needs proper formatting and information,,,,,,,,,
AIBS_723634613,mouse,NCBI:txid10090,401256,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"RSPv Retrosplenial area, ventral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_723639237,mouse,NCBI:txid10090,401254,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,SSs Supplemental somatosensory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_725169019,mouse,NCBI:txid10090,401266,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"ORBl Orbital area, lateral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_735001795,mouse,NCBI:txid10090,405703,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"AIp Agranular insular area, posterior part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_735111119,mouse,NCBI:txid10090,405701,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,TEa Temporal association areas,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_735111127,mouse,NCBI:txid10090,404809,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,SSs Supplemental somatosensory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_738613266,mouse,NCBI:txid10090,409320,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,TEa Temporal association areas,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_738623120,mouse,NCBI:txid10090,409316,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"SSp-bfd Primary somatosensory area, barrel field",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_738707322,mouse,NCBI:txid10090,409323,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"RSPagl Retrosplenial area, lateral agranular part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_742706625,mouse,NCBI:txid10090,409738,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"SSp-m Primary somatosensory area, mouth",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_742706633,mouse,NCBI:txid10090,409740,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"SSp-bfd Primary somatosensory area, barrel field",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_697022860,mouse,NCBI:txid10090,388972,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"AId Agranular insular area, dorsal part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_753851696,mouse,NCBI:txid10090,413547,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,PF Parafascicular nucleus,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_754482763,mouse,NCBI:txid10090,413542,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"SSp-m Primary somatosensory area, mouth",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_754872266,mouse,NCBI:txid10090,413546,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_766390622,mouse,NCBI:txid10090,419899,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,VISp Primary visual area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_705653683,mouse,NCBI:txid10090,392967,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,AUDp Primary auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_710264380,mouse,NCBI:txid10090,397024,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"ORBvl Orbital area, ventrolateral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_710264389,mouse,NCBI:txid10090,397025,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"ORBl Orbital area, lateral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_713412843,mouse,NCBI:txid10090,396564,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,AUDpo Posterior auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_713412852,mouse,NCBI:txid10090,397026,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,"ORBl Orbital area, lateral part",brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
AIBS_713431782,mouse,NCBI:txid10090,396567,Rbp4-Cre_KL100/wt,connectivity,retrograde transsynaptic tracing,AUDpo Posterior auditory area,brains,1,Allen Institute for Brain Science,Hongkui Zeng,1U19MH114830-01,zeng_retro,BIL,{ftp://download.brainimagelibrary.org:8811/biccn/zeng/retrograde/transsynaptic/},,2019Q1,,,,,,,,,,
