Sample ID,Sample Specimen Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age ,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission
CEMBA180830-1_Pm7H8H9G,specimen,mouse,NCBI:txid10090,,,CEMBA171104_P1;CEMBA171104_P2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,MEA;BMAp;BLA;LA,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA180904-1_Pm6H7J8K9L,specimen,mouse,NCBI:txid10090,,,CEMBA171104_P1;CEMBA171104_P2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PH;PSTN;LHA;PM;ARH,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA180904-1_Rm10D11D12D13B,specimen,mouse,NCBI:txid10090,,,CEMBA180219_R1;CEMBA180220_R2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ENTl,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA180910-1_Rf2D3E4F5G,specimen,mouse,NCBI:txid10090,,,CEMBA180220_R3;CEMBA180220_R4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PIR,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA180910-1_Rm2D3E4F5G,specimen,mouse,NCBI:txid10090,,,CEMBA180219_R1;CEMBA180220_R2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PIR,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA180910-1_Rm6D7D8D9E,specimen,mouse,NCBI:txid10090,,,CEMBA180219_R1;CEMBA180220_R2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PIR,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA180911-1_Rm7H8H9G,specimen,mouse,NCBI:txid10090,,,CEMBA180219_R1;CEMBA180220_R2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,MEA;BMAp;BLA;LA,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA180917-1_Rm15C16C17B18B,specimen,mouse,NCBI:txid10090,,,CEMBA180219_R1;CEMBA180220_R2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,GRN;IRN;PARN;SPVI;SPVC;SPVO,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA180917-1_Rm6H7J8K9L,specimen,mouse,NCBI:txid10090,,,CEMBA180219_R1;CEMBA180220_R2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PH;PSTN;LHA;PM;ARH,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA180918-1_Vm6H7J8K9L,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V1;CEMBA180228_V2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PH;PSTN;LHA;PM;ARH,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA180918-1_Vm7H8H9G,specimen,mouse,NCBI:txid10090,,,CEMBA180228_V1;CEMBA180228_V2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,MEA;BMAp;BLA;LA,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA180925-1_Cm10D11D12D13B,specimen,mouse,NCBI:txid10090,,,CEMBA180130_C1;CEMBA180130_C2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ENTl,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA180927-1_Cf2D3E4F5G,specimen,mouse,NCBI:txid10090,,,CEMBA180327_C5;CEMBA180327_C6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PIR,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA180927-1_Cm2D3E4F5G,specimen,mouse,NCBI:txid10090,,,CEMBA180130_C1;CEMBA180130_C2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PIR,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA180927-1_Cm6D7D8D9E,specimen,mouse,NCBI:txid10090,,,CEMBA180130_C1;CEMBA180130_C2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PIR,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA181002-1_Tf4A,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA181002-1_Tm4A,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA181002-1_Tm5A,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA181008-1_Tm3D,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AI,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA181008-1_Tm9D,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDp;AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA181009-1_Tf9D,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDp;AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA181009-1_Tm10C,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDd;AUDpo;AUDp;AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA181015-1_Tf9A,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,RSP,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA181015-1_Tm10A,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,RSP,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA181015-1_Tm9A,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,RSP,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA181016-1_Tm11B,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp;VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA181016-1_Tm9B,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISam;VISa;VIS,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA181129-1_Tf11B,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp;VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA181129-1_Tf12B,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp;VISl;VISli,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA181206-1_Tf4H5H6F7F,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,Gpe+Gpi,cell nucleus,144,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA181206-1_Tm4H5H6F7F,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,Gpe+Gpi,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190110-1_Hm7G8G,specimen,mouse,NCBI:txid10090,,,CEMBA180911_H1;CEMBA180911_H2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,MH;LD;MD;PO;PCN;SMT,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA190116-1_Hf7G8G,specimen,mouse,NCBI:txid10090,,,CEMBA180911_H3;CEMBA180911_H4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,MH;LD;MD;PO;PCN;SMT,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA190124-1_Hm9K10G,specimen,mouse,NCBI:txid10090,,,CEMBA180911_H1;CEMBA180911_H2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,LP;SGN;LGd;PoT;SPFpLGv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q2
CEMBA190204-1_Hf9D,specimen,mouse,NCBI:txid10090,,,CEMBA180911_H3;CEMBA180911_H4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDp;AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190205-1_Hm10C,specimen,mouse,NCBI:txid10090,,,CEMBA180911_H1;CEMBA180911_H2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDd;AUDpo;AUDp;AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190205-1_Hm9D,specimen,mouse,NCBI:txid10090,,,CEMBA180911_H1;CEMBA180911_H2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDp;AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190212-1_Hf3D,specimen,mouse,NCBI:txid10090,,,CEMBA180911_H3;CEMBA180911_H4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AI,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190213-1_Hm4A,specimen,mouse,NCBI:txid10090,,,CEMBA180911_H1;CEMBA180911_H2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190219-1_Hf4A,specimen,mouse,NCBI:txid10090,,,CEMBA180911_H3;CEMBA180911_H4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190219-1_Hf5A,specimen,mouse,NCBI:txid10090,,,CEMBA180911_H3;CEMBA180911_H4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190523-1_Am6B,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A3;CEMBA190313_A4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,SSp,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190528-1_Af6B,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A1;CEMBA190313_A2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,SSp,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190528-1_Af7B,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A1;CEMBA190313_A2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,SSp,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190530-1_Am4A,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A3;CEMBA190313_A4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190604-1_Af4A,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A2;CEMBA190313_A1,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190604-1_Af5A,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A1;CEMBA190313_A2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,ACA,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190620-1_Af3D,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A1;CEMBA190313_A2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AI,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190620-1_Af9D,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A1;CEMBA190313_A2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDp;AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190621-1_Am10C,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A3;CEMBA190313_A4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDd;AUDpo;AUDp;AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190621-1_Am9D,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A3;CEMBA190313_A4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,AUDp;AUDv,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190625-1_Af9A,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A1;CEMBA190313_A2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,RSP,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190625-1_Am10A,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A3;CEMBA190313_A4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,RSP,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190625-1_Am9A,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A3;CEMBA190313_A4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,RSP,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190627-1_Af9B,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A1;CEMBA190313_A2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISam;VISa;VIS,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190701-1_Af11B,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A1;CEMBA190313_A2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp;VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190701-1_Am11B,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A3;CEMBA190313_A4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp;VISI,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190701-1_Am12B,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A3;CEMBA190313_A4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VISp;VISl;VISli,cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190702-1_Tm6H7J8K9L,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,PH;PSTN;LHA;PM;ARH,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190709-1_Tm15C16C17B18B,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,MY (GRN+IRN+PARN+SPV),cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190711-1_Tf15C16C17B18B,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,MY (GRN+IRN+PARN+SPV),cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190718-1_Tm10J11J,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA;SNc;SNr;SNl,cell nucleus,192,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2019Q4
CEMBA190723-1_Tf9K10G,specimen,mouse,NCBI:txid10090,,,CEMBA180829_T8;CEMBA180829_T9,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,TH (LP+SGN+LGd+PoT+SPFp_LGv),cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190723-1_Tm9K10G,specimen,mouse,NCBI:txid10090,,,CEMBA180828_T5;CEMBA180828_T6,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,TH (LP+SGN+LGd+PoT+SPFp_LGv),cell nucleus,96,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190725-1_Af10J11J,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A1;CEMBA190313_A2,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,20,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
CEMBA190725-1_Am10J11J,specimen,mouse,NCBI:txid10090,,,CEMBA190313_A3;CEMBA190313_A4,,,wt/wt,epigenomics,mC-seq2;retrograde tracing,VTA+SN,cell nucleus,160,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,,2020Q2
