project_reference_id,project_title,project_short_title,project_description,project_type,doi_symbol,project_citation,information_web_resource_reference_id
zeng_fmost_proj,Full morphology in the mouse brain: fMOST,fMOST,"Our goal is to create high resolution whole mouse brain datasets with fluorescence micro-optical sectioning tomography (fMOST) imaging method for reconstructing complete morphologies of specific individual neurons. Transgenic or viral strategies were used to sparsely label specific neuron populations in the brain with fluorescent reporters. For whole-brain imaging, the intact brain was embedded in glycol methacrylate resin. By using the fMOST technology, each embedded brain can be imaged at 0.3 x 0.3 x 1 micron resolution. This entire strategy can acquire a three-dimensional image set that can identify dendrites, axons and their terminals across the whole mouse brain. The complete morphology of each individual neuron, including its soma, dendrites and axon arborization, was fully reconstructed using the Vaa3D platform. The brain imaging datasets and the neuronal reconstructions are registered to the Allen Mouse Brain Common Coordinate Framework v3 (CCFv3).",data collection project,,"Primary publication: Peng, H. et al. (2021) Morphological diversity of single neurons in molecularly defined cell types. Nature, 598(7879):174-181. doi: 10.1038/s41586-021-03941-1.",
zeng_mouselight_proj,MouseLight imaging,MouseLight,MouseLight imaging.,data collection project,,,
zeng_multiome_10x_proj,U19 Zeng transcriptomics - Transcriptomic cell types in the mouse brain: 10x multiome,10x Multiome,Overall statement: Our goal is to create a high-quality atlas of cell types in the mouse brain using large scale single cell transcriptomic analysis across the entire mouse brain. Statement about this dataset: Most of the cells in this dataset were collected from wild-type C57Bl6/j mice. The whole brain was divided into 52 dissections and specimens were dissected from both hemispheres in both male and female mice. Nuclei were isolated and processed for single nucleus sequencing using the 10x Genomics Multiome platform. This method allows simultaneous collection of RNA-seq and ATAC-seq data from the same nucleus. Scope of this dataset: This dataset will survey all major regions of the mouse brain.,data collection project,,,
zeng_retro_proj,Retrograde trans-synaptic imaging,Retrograde trans-synaptic,"Neuronal connectivity is the key to understand brain function. Diverse neuronal cell types are organized through synaptic connections into neural circuits, with intricate wiring between nodes located at different circuit levels. We developed a pipeline to systematically map brain-wide monosynaptic inputs to specific neuronal populations using Cre-driver mouse lines and the recombinant rabies tracing system and to integrate the input connectome into the Allen Mouse Brain Common Coordinate Framework version 3 (CCFv3). This pipeline enables high-throughput connectivity mapping at the cell-type level.  We have collected more than 1,000 experiments mapping the brain-wide inputs to Cre-defined neuron populations across the entire brain.  The resulting comprehensive 3D input atlas of the mouse brain can be readily integrated and compared with the whole-brain anterograde projectome of matched cell classes and targets in the CCFv3.",data collection project,,,
zeng_sc_10x_proj,Transcriptomic cell types in the mouse brain: 10x cells,10x 3' sequencing,"Our goal is to create a high-quality atlas of cell types in the mouse brain using large scale single cell transcriptomic analysis across the entire mouse brain. Transgenic strategies were used to label neurons in the brain with fluorescent reporters. Most of the cells in this dataset were collected using broad Cre-driver lines that labeled all neurons (Snap25-IRES2-Cre), all glutamatergic cells (Slc17a7-IRES2-Cre or Slc17a6-IRES-Cre), or all GABAergic cells (Slc32a1-IRES-Cre or Gad2-IRES-Cre). Coarse dissections of individual or multiple adjacent brain regions were performed from both hemispheres in both male and female mice. Fluorescence activated sorting (FACS) of cells was performed based on expression of fluorescent reporter labels to obtain pools of labeled cells. In some cases, cells were isolated from dissected tissues without FACS to obtain more unbiased sampling. All the pools of cells were processed for single cell RNA sequencing using 10x Chromium v2 or v3, which isolated individual cells in droplets to assign individual cell barcodes. This method enables a rapid, large-scale survey of cell types throughout the brain at moderate gene coverage per cell.",data collection project,,"Primary publications: Yao, Z. et al. (2021) A taxonomy of transcriptomic cell types across the isocortex and hippocampal formation. Cell, 184(12):3222-3241.e26. doi: 10.1016/j.cell.2021.04.021. | Yao, Z. et al. (2021) A transcriptomic and epigenomic cell atlas of the mouse primary motor cortex. Nature, 598(7879):103-110. doi: 10.1038/s41586-021-03500-8.",
zeng_sc_SSv4_proj,Transcriptomic cell types in the mouse brain: SMART-seq cells,SMART-seq v4,"Our goal is to create a high-quality atlas of cell types in the mouse brain using large scale single cell transcriptomic analysis across the entire mouse brain. Transgenic or viral strategies were used to label specific cell populations in the brain with fluorescent reporters. Sample collection was biased to enable sampling of as many cell types as possible and reduce redundant cell type collection. Most of the cells in this dataset were collected using broad Cre-driver lines that labeled all neurons (Snap25-IRES2-Cre), all Glutamatergic cells (Slc17a7-IRES2-Cre), or all GABAergic cells (Slc32a1-IRES-Cre or Gad2-IRES-Cre). Cells from primary visual cortex (VISp) and anterior lateral motor cortex (ALM, a subset of secondary motor cortex, MOs) were collected from a broad set of transgenic driver and reporter combinations in addition to the broad lines specified above. Fine dissections of brain regions and cortical layers were performed and tracked throughout sample processing. Specimens were dissected from both hemispheres in both male and female mice. Fluorescence activated s+J10orting of cells was performed based on expression or absence of fluorescent reporter labels to isolate individual cells into separate tubes. Isolated cells were processed for single cell RNA sequencing using SMARTer v4. This method enables tracking of dissection location and high gene detection per cell to identify fine differences in gene expression and highly selective marker genes. This dataset will survey all major regions of the mouse brain. Publication: Tasic, B. et al. Nature 563, 72;78 (2018).",data collection project,,"Dataset: Hongkui Zeng, Cindy Van Velthoven, Kimberly Smith, Jeff Goldy, Anish Chakka, Nick Dee, Bosiljka Tasic (2022) Transcriptomic cell types in the mouse brain: SMART-seq cells [Dataset]. Available from https://assets.nemoarchive.org/dat-8zpo593.",
zeng_sn_10x_proj,Transcriptomic cell types in the mouse brain: 10x nuclei,10x 3' v2 and v3 sequencing,"Our goal is to create a high-quality atlas of cell types in the mouse brain using large scale single cell transcriptomic analysis across the entire mouse brain. Coarse dissections of brain regions were performed and specimens were dissected from both hemispheres of male and female mice. Nuclei were extracted from dissected tissues, and fluorescence activated sorting of nuclei was performed based on antibody labeling of NeuN protein to obtains pools of nuclei enriched for neurons. These pools of nuclei were processed for single nucleus RNA sequencing using 10X Chromium v2 or v3, which isolated nuclei in droplets to assign individual nucleus barcodes. This method enables a rapid, large-scale survey of cell types in brain regions with accurate recovery of cell type proportions, but at low gene coverage per nucleus. This dataset surveys cells in the primary motor cortex (MOp) as well as regions where isolation of whole cells is difficult, or nuclear profiling is needed to establish cell type proportions.",data collection project,,"Primary publications: Yao, Z. et al. (2021) A transcriptomic and epigenomic cell atlas of the mouse primary motor cortex. Nature, 598(7879):103-110. doi: 10.1038/s41586-021-03500-8.",
zeng_sn_SSv4_proj,Transcriptomic cell types in the mouse brain: SMART-seq nuclei,SMART-seq v4,"Our goal is to create a high-quality atlas of cell types in the mouse brain using large scale single cell transcriptomic analysis across the entire mouse brain. Fine dissections of brain regions and layers were performed from both hemispheres of male and female mice. Nuclei were extracted from dissected tissues, and fluorescence activated sorting of nuclei was performed based on antibody labeling of NeuN protein to sort individual nuclei into separate wells. Isolated nuclei were processed for single nuclei RNA sequencing using SMART-seq v4. This method enables tracking of dissection location and moderate gene detection per nucleus with accurate recovery of cell type proportions within (but not between) each tissue sample. This dataset surveys cells in the primary motor cortex (MOp) as well as regions where isolation of whole cells is difficult, or nuclear profiling is needed to establish cell type proportions.",data collection project,,"Primary publications: Yao, Z. et al. (2021) A transcriptomic and epigenomic cell atlas of the mouse primary motor cortex. Nature, 598(7879):103-110. doi: 10.1038/s41586-021-03500-8.",
zeng_tolias_pseq_proj,Patch-seq of mouse motor cortex: transcriptomics,Patch-seq MOp,"We used Patch-seq to combine patch-clamp recording, biocytin staining, and single-cell RNA sequencing of neurons in adult mouse motor cortex, providing a comprehensive morpho-electric annotation of almost all transcriptomically defined neural cell types.",data collection project,,"Primary publications: Scala, F., et al. (2021). Phenotypic variation of transcriptomic cell types in mouse motor cortex. Nature. 598(7879):144-150. doi: 10.1038/s41586-020-2907-3.",
zhangK_multiome_proj,Toward a Human Adult Brain Cell Atlas with Single-Cell Technologies,Single-Cell Human Adult Brain Cell Atlas,"Towards producing a complete cell atlas of the human brain, including a full molecular catalog of all its cell types and their spatial distribution, we propose interrogating the human brain by combining three cutting-edge technologies: 1) a next-generation single-nucleus transcriptome sequencing method (snDrop-Seq), 2) a highly multiplexed single-cell DNA accessibility assay (scTHS-Seq), and 3) a highly multiplexed RNA in situ mapping method (DART-FISH). We will employ a pipeline that leverages enhanced non-diseased human brain collection capable of providing a non-limiting source of clinically validated, high quality brain tissue of matched ages and sex. Our pipeline will include: basic clinical information of non-brain diseased donors from which the post-mortem interval (PMI) will be limited to 24 hours or less; post-mortem magnetic resonance imaging (MRI) and neuropathological examination to select brains that are not complicated by occult disease; rapid freezing to maintain neuroanatomical landmarks for spatial registration. The selected brains will be assayed by these three technologies producing transcriptome, accessibility, and spatial data at single cell resolution. Novel computational approaches will also be developed for scalable and efficient integration and analysis of data at these larger and more complex scales that will encompass all known cell types in the brain, not limited to neurons. We will systematically apply these methods to produce reference single-cell maps for female and male brains, extending to all 44 human Brodmann Areas (BAs) of the cerebral cortex as well as comprehensive sampling through subcortical divisions of adult brain, and construct a spatial multi-omic map of the human brain.",data collection project,,,
zhangK_snareseq,High-throughput sequencing of the transcriptome and epigenome in the same cells of the primate brain,SNARE-seq2 (RNA-seq/ATAC-seq),"Multiomic SNARE-Seq2 data (RNA and accessible chromatin) was generated from the human and marmoset brain as part of the study 'High-throughput sequencing of the transcriptome and epigenome in the same cells of the primate brain'. This dataset represents both RNA and accessible chromatin data from one marmoset cortical brain region (2 individuals) and 12 human cortical brain regions (6 individuals). Data is subject to Data Use Certification. This dataset has been consented for Open Access, institutional certification available upon request.",data collection project,,"Dataset: Blue Lake, Carter Palmer, Christine Liu, Dinh Diep, Jerold Chun, Jinghui Song, Kimberly Conklin, Kun Zhang, Marmar Moussa, Nongluk Plongthongkum, Peter Kharchenko, Qiwen Hu, Weixiu Dong, William Romanow, Xin Wang, Yida Zhang (2021) High-throughput sequencing of the transcriptome and accessible chromatin in the same cells of the primate brain: Marmoset SNARE-Seq2 (ATAC-seq) [Dataset].  Available from: https://assets.nemoarchive.org/dat-jscs7dz. | Dataset: Blue Lake, Carter Palmer, Christine Liu, Dinh Diep, Jerold Chun, Jinghui Song, Kimberly Conklin, Kun Zhang, Marmar Moussa, Nongluk Plongthongkum, Peter Kharchenko, Qiwen Hu, Weixiu Dong, William Romanow, Xin Wang, Yida Zhang (2021) High-throughput sequencing of the transcriptome and accessible chromatin in the same cells of the primate brain: Human SNARE-Seq2 (ATAC-seq) [Dataset]. Available from https://assets.nemoarchive.org/dat-y0c2zo2. | Dataset: Blue Lake, Carter Palmer, Christine Liu, Dinh Diep, Jerold Chun, Jinghui Song, Kimberly Conklin, Kun Zhang, Marmar Moussa, Nongluk Plongthongkum, Peter Kharchenko, Qiwen Hu, Weixiu Dong, William Romanow, Xin Wang, Yida Zhang (2021) High-throughput sequencing of the transcriptome and accessible chromatin in the same cells of the primate brain: Human SNARE-Seq2 (RNA-seq)  [Dataset]. Available from https://assets.nemoarchive.org/dat-t5v43si. | Dataset:  Blue Lake, Carter Palmer, Christine Liu, Dinh Diep, Jerold Chun, Jinghui Song, Kimberly Conklin, Kun Zhang, Marmar Moussa, Nongluk Plongthongkum, Peter Kharchenko, Qiwen Hu, Weixiu Dong, William Romanow, Xin Wang, Yida Zhang (2021) High-throughput sequencing of the transcriptome and accessible chromatin in the same cells of the primate brain: Marmoset SNARE-Seq2 (RNA-seq) [Dataset]. Available from https://assets.nemoarchive.org/dat-vptepqt.",
zhangl_anatomy_proj,Cell Atlas of Mouse Brain-Spinal Cord Connectome using Light Sheet Microscopy,Brain-Spinal Cord Connectome - LSM,"We use a highly innovative and multidisciplinary approach to systematically characterize neuronal types in the spinal cord based on their anatomy, connectivity, morphologies, molecular identities, and electrophysiological properties.",data collection project,,,
zhangl_ephys_proj,Patch-clamp recording data from spinal cord neurons.,Spinal cord Ephys,Patch-clamp recording data from spinal cord neurons.,data collection project,,"Dataset: Bo Peng, Can Tao, Huizhong Tao, Li Zhang (2022) Patch-clamp recording data from spinal cord neurons_July_2021 (Version draft) [Dataset]. DANDI archive. Available from https://dandiarchive.org/dandiset/000117/.",
zhangl_kz_omics_proj,Brain-Spinal Cord Connectome using 10x v3 Sequencing,Mouse spinal cord 10x v3 sequence reads,"To classify the molecular profiles and cell subtypes in the mouse spinal cord, we generated wild-type libraries using single-nucleus RNA sequencing (RNA-seq). These libraries will aid in distinguishing neuronal subtypes and serve as a basis for advancing the systematic understanding of the brain-spinal cord connectome.",data collection project,,"Dataset:  Kun Zhang, Li Zhang, Guang-Wei Zhang, Sammi Lyu (2022) Mouse spinal cord 10x v3 sequence reads. [Dataset]. Available from: https://assets.nemoarchive.org/dat-g4e4icw.",
zhangl_seqfish_proj,Cell Atlas of Mouse Brain-Spinal Cord Connectome using seqFISH,Spinal cord connectome seqFish,Deep transcriptomic analysis of the mouse spinal cord.,data collection project,,,
zhuang_abca_proj,A molecularly defined and spatially resolved cell atlas of the whole mouse brain,MERFISH whole mouse brain,"This spatially resolved cell atlas of the whole mouse brain provides a systematic characterization of the spatial organization of transcriptomically defined cell types across the entire adult mouses brain using in situ, single-cell transcriptomic profiling with multiplexed error-robust fluorescence in situ hybridization (MERFISH).  A gene panel of ~1,100 genes was imaged in 9 million brain cells using MERFISH, and spatially resolved, single-cell expression profiling was performed at the whole-transcriptome scale by integrating the MERFISH data with the whole-brain single-cell RNA-sequencing (scRNA-seq) dataset previously generated by the Allen Institute. This resulted in the generation of a comprehensive cell atlas of >5,000 transcriptionally distinct cell clusters, belonging to ∼300 major cell types (subclasses), across the whole mouse brain, with high molecular and spatial resolution. The cell atlas was spatially registered to the Allen Mouse Brain Common Coordinate Framework (CCFv3), which allows systematic quantifications of the cell composition and organization in individual brain regions as anatomically delineated in the CCFv3. This cell atlas also reveals molecularly-defined brain regions characterized by distinct cell type compositions, spatial gradients featuring gradual changes in the gene-expression profiles of cells, as well as cell-type-specific cell-cell interactions and the molecular basis and functional implications of these cell-cell interactions.",data collection project,,"Primary publication: M. Zhang, X. Pan, W. Jung, A. Halpern, S. W. Eichhorn, Z. Lei, L. Cohen, K. A. Smith, B. Tasic, Z. Yao, H. Zeng, X. Zhuang. (2023) A molecularly defined and spatially resolved cell atlas of the whole mouse brain.  bioRxiv, DOI: https://doi.org/10.1101/2023.03.06.531348.  Dataset: M. Zhang, W. Jung, X. Zhuang (2023).  A molecularly defined and spatially resolved cell atlas of the whole mouse brain [Dataset]. Available at Brain Image Library (BIL): https://doi.org/10.35077/act-bag.",
zhuang_dulac_merfish_HYP_proj,A molecularly defined and spatially resolved cell atlas of the mouse hypothalamus,MERFISH HYP Atlas,"In this project, we used MERFISH to perform in situ gene expresssion profiling of individual cells in the mouses hypothalamus, determine the cell-type identity of these cells and map the spatial organization of the cell types. We performed MERFISH imaging of 360 genes in both naive animals and animals subjected to different behavioral conditions and constructed a molecularly defined and spatially resolved cell atlas of the mouse hypothalamus.",data collection project,,,
zhuang_dulac_merfish_MOB_proj,A molecularly defined and spatially resolved projection atlas of the sensory neurons into the mouse main olfatory bulb,MERFISH MOB,"Olfactory sensory neurons located in the nasal cavity send long axon projections into ball-like neuropils within the olfactory bulb (OB) called glomeruli. The projections are specific and stereotypical - such that single glomeruli are formed by the projections of neurons expressing the same receptor gene and the spatial organization of these projections is highly reproducible from animal to animal across different receptor genes. It has been hypothesized that the 3D projection map of olfactory receptors converts molecular information into spatial organization, which is crucial for the coding and downstream processing of olfactory sensory information. Here we use the high throughput and sensitivity of MERFISH to identify the receptor mRNA molecules trafficked along the axons into the glomeruli structures in order to define their receptor identity. By serially sectioning and performing MERFISH on ~1100 receptor genes in a total of 355 slices of the olfactory bulbs of two animals, we reconstruct a molecularly defined 3D projection atlas of sensory neurons into the olfactory bulb across most of the receptor genes.",data collection project,,,
zhuang_dulac_merfish_MOE_proj,A molecularly defined and spatially resolved cell atlas of the mouse main olfactory epithelium,MERFISH Main Olfactory Epithelium,"In situ, spatially resolved, gene expression profiling of individual cells in the main olfactory epithelium by multuplexed error-robust fluorescence in situ hybridization (MERFISH). ~3.3 million cells and ~1100 genes were imaged.",data collection project,,,
zhuang_dulac_merfish_PAG_proj,MERFISH imaging of the mouse periaqueductal gray,MERFISH Periaqueductal Gray,"In situ, spatially resolved, gene expression profiling of individual cells in the mouse periaqueductal gray by multuplexed error-robust fluorescence in situ hybridization (MERFISH). ~2.9 million cells,  262 marker genes, and 26 activity-related genes were imaged.",data collection project,,,
zhuang_merfish_MOp_proj,A molecularly defined and spatially resolved cell atlas of the mouse primary motor cortex,MERFISH Motor Cortex Project,"In situ, spatially resolved, gene expression profiling of individual cells in the mouse primary motor cortex by multuplexed error-robust fluorescence in situ hybridization (MERFISH). ~300,000 cells and 258 genes were imaged.",data collection project,,,
zhuang_merfish_NAc_proj,A molecularly defined and spatially resolved cell atlas of the mouse nucleus accumbens,MERFISH Nucleus Accumbens Project,"In situ, spatially resolved, gene expression profiling of individual cells in the mouse nucleus accumbens by multuplexed error-robust fluorescence in situ hybridization (MERFISH). ~750,000 cells and 253 genes were imaged.",data collection project,,,
