Sample ID,Sample Specimen Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age ,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Files per Sample
10X230-3,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,SN,cell nucleus,4344,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X230-4,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,SN,cell nucleus,4511,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X236-2,specimen,human,NCBI:txid9606,,,H19.30.001,,,,transcriptomics,10x Chromium 3' v3 sequencing,SN;RN,cell nucleus,7967,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X237-1,specimen,human,NCBI:txid9606,,,H19.30.001,,,,transcriptomics,10x Chromium 3' v3 sequencing,CBV,cell nucleus,7704,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X240-1,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,4821,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X240-2,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,4969,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X240-3,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,4944,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X240-4,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,5595,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X240-5,specimen,human,NCBI:txid9606,,,H18.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,5485,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X240-6,specimen,human,NCBI:txid9606,,,H19.30.001,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,5177,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X240-7,specimen,human,NCBI:txid9606,,,H19.30.001,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,5310,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X240-8,specimen,human,NCBI:txid9606,,,H19.30.001,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,5456,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X241-1,specimen,human,NCBI:txid9606,,,H19.30.001,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,6031,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X241-2,specimen,human,NCBI:txid9606,,,H19.30.001,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,6060,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X241-3,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,6048,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X241-4,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,6197,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X241-5,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,6306,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X241-6,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,5205,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X241-7,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,5825,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X241-8,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,MTG,cell nucleus,5433,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X243-1,specimen,human,NCBI:txid9606,,,H19.30.001,,,,transcriptomics,10x Chromium 3' v3 sequencing,CBV,cell nucleus,7339,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X243-2,specimen,human,NCBI:txid9606,,,H19.30.001,,,,transcriptomics,10x Chromium 3' v3 sequencing,CBV,cell nucleus,6755,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X243-3,specimen,human,NCBI:txid9606,,,H19.30.001,,,,transcriptomics,10x Chromium 3' v3 sequencing,CBV,cell nucleus,5881,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X243-4,specimen,human,NCBI:txid9606,,,H19.30.001,,,,transcriptomics,10x Chromium 3' v3 sequencing,CBV,cell nucleus,6589,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X243-5,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CBV,cell nucleus,7177,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X243-6,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CBV,cell nucleus,7576,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X243-7,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CBV,cell nucleus,7829,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X243-8,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,CBV,cell nucleus,7216,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q1,9
10X269-7,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A5;A7,cell nucleus,6008,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q4,1
10X269-8,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,A5;A7,cell nucleus,6108,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q4,1
10X270-1,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,Ig,cell nucleus,6053,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q4,1
10X270-2,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,Ig,cell nucleus,6197,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q4,1
10X270-3,specimen,human,NCBI:txid9606,,,H19.30.001,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,6489,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q4,1
10X270-4,specimen,human,NCBI:txid9606,,,H19.30.001,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,7378,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q4,1
10X270-5,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,6075,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q4,1
10X270-6,specimen,human,NCBI:txid9606,,,H19.30.002,,,,transcriptomics,10x Chromium 3' v3 sequencing,M1C,cell nucleus,7630,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q4,1
10X270-7,specimen,human,NCBI:txid9606,,,H19.30.001,,,,transcriptomics,10x Chromium 3' v3 sequencing,Pir,cell nucleus,6487,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q4,1
10X270-8,specimen,human,NCBI:txid9606,,,H19.30.001,,,,transcriptomics,10x Chromium 3' v3 sequencing,Pir,cell nucleus,6773,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_sn_10xv3,NEMO,,,2020Q4,1
