data_collection_reference_id,data_collection_title,data_collection_short_title,data_collection_description,categorical_access_control_state,categorical_completion_state,last_updated_at_date
zeng_tolias_pseq_m,Patch-seq of mouse motor cortex: morphology,Patch-seq Morphology,Morphological reconstructions.,open,,2021/12/23
zeng_tolias_pseq_t,Patch-seq of mouse motor cortex: transcriptomics,Patch-seq Transcriptomics,Transcriptomics from patched cells.,open,,2021/12/23
zhangK_cj_snareseq_AC,High-throughput sequencing of the transcriptome and accessible chromatin in the same cells of marmoset M1: chromatin,Marmoset SNARE-Seq2 (ATAC-seq),"Accessible chromatin data from ~10,000 dual-omic data sets generated from 2 different marmoset M1 samples",open,complete,2021/10/07
zhangK_cj_snareseq_R,High-throughput sequencing of the transcriptome and accessible chromatin in the same cells of marmoset M1: RNAseq,Marmoset SNARE-Seq2 (RNA-seq),"Transcriptome data from ~10,000 dual-omic data sets generated from 2 different marmoset M1 samples",open,complete,2020/02/06
zhangK_hs_snareseq_AC,High-throughput sequencing of the transcriptome and epigenome in the same cells of the human brain,Human SNARE-Seq2 (ATAC-seq),Accessible chromatin data for multiomic SNARE-Seq2 generated from 12 human cortical brain regions over 6 individuals. Data is subject to Data Use Certification.,open,complete,2022/09/30
zhangK_hs_snareseq_R,High-throughput sequencing of the transcriptome and accessible chromatin in the same cells of the human brain,Human SNARE-Seq2 (RNA-seq),Transcriptome data for multiomic SNARE-Seq2 generated from 12 human cortical brain regions over 6 individuals. Data is subject to Data Use Certification.,open,complete,2022/09/30
zhangK_hu_multiome_atac,Multiome ATAC-seq data from Human Brain,Human Multiome ATAC-seq,Open chromatin as captured due to DNA being accessible for tagmentation by Tn5 transposase,controlled,in progress,
zhangK_hu_multiome_gex,Multiome RNA-seq data from Human Brain,Human Multiome ATAC-seq,poly-dT caputred nuclear RNA,controlled,in progress,
zhangl_anatomy,Cell Atlas of Mouse Brain-Spinal Cord Connectome using Light Sheet Microscopy,Brain-Spinal Cord Connectome - LSM,Light-sheet 3D spinal cord imaging data.,open,,2022/05/04
zhangl_ephys,Patch-clamp ephys data in NWB format for mouse spinal cord,Ephys NWB for mouse spinal cord,Patch-clamp ephys data in NWB format for mouse spinal cord,open,in progress,2022/09/30
zhangl_kz_omics,Mouse spinal cord 10x v3 sequence reads,Mouse spinal cord 10x v3 sequence reads,10x v3 sequencing reads from single nucleu RNA-sequencing on mouse spinal cord samples,open,in progress,2022/05/04
zhangl_seqfish,Cell Atlas of Mouse Brain-Spinal Cord Connectome using seqFISH,Spinal cord connectome seqFish,Deep transcriptomic analysis of the mouse spinal cord.,open,in progress,2022/05/04
zhuang_abca_1,A molecularly defined and spatially resolved cell atlas of the whole mouse brain (coronal set 1),MERFISH whole brain coronal 1,"4.2 million cell spatial transcriptomics dataset spanning 147 coronal sections with a 1122 gene panel and mapped to the whole mouse brain taxonomy and Allen-CCF-2020. We performed MERFISH imaging on 150 coronal sections from this animal, obtained 4.8 million segmented cells that passed quality control, and integrated the MERFISH data (including data from all four animals) with the scRNA-seq data from the Allen Institute to classify cells. We applied a series of filters to select a subset of cells to be visualized on the ABC atlas. We first removed three fractured tissue slices and 4.7 million cells remained after this step. Then we aligned the spatial coordinates of the cells to the Allen-CCF-2020. For the slices that can be registered to the CCF, we used the CCF coordinates to define the coordinates of the center point of the midline and removed cells that substantially passed the midline in the other hemisphere (which has not been registered to the CCF). For the 18 slices that are at the anterior and posterior ends of the brain and cannot be registered to the CCF, we manually aligned and oriented these slices to determine the coordinates of the center point of the midline. The x, y coordinates are experimentally measured coordinates after rotating and aligning the tissue slices to the CCF, and the z coordinates are estimated position of each tissue slice in the 3D Allen-CCF 2020 space along the anterior-posterior axis based on either the registration results (for slices that can be registered to CCF) or anterior-posterior positions of the slices measured during tissue sectioning (for the slices that cannot be registered). The z position is set to zero when the estimated position becomes zero or negative, therefore multiple anterior slices have a “0” value for their z coordinates. 4.2 million cells remained after this step. The cell-by-gene matrix of the 4.2 millions cells can be downloaded from the AWS bucket of this animal. We then filtered the cells by cell-classification (label transfer) confidence scores calculated during MERFISH-scRNAseq data integration. 3.4 million cells passed the confidence score threshold for cell subclass label transfer and 2.8 million cells further passed the confidence score threshold for cell cluster label transfer. These 2.8 million cells are included in the cell metadata file that can be downloaded from the AWS bucket and are displayed on the ABC Atlas. The CCF coordinates of the 2.6 million cells that were registered to the 3D Allen-CCF can be downloaded from the CCF coordinate file in the AWS bucket.",open,complete,2023/08/23
zhuang_abca_2,A molecularly defined and spatially resolved cell atlas of the whole mouse brain (coronal set 2),MERFISH whole brain coronal 2,"1.9 million cell spatial transcriptomics dataset spanning 66 coronal sections with a 1122 gene panel and mapped to the whole mouse brain taxonomy and Allen-CCF-2020. We performed MERFISH imaging on 67 coronal sections from this animal, obtained 2.1 million segmented cells that passed quality control, and integrated the MERFISH data (including data from all four animals) with the scRNA-seq data from the Allen Institute to classify cells. We applied a series of filters to select a subset of cells to be visualized on the ABC atlas. We first removed one fractured tissue slice and 2.0 million cells remained after this step. Then we aligned the spatial coordinates of the cells to the Allen-CCF-2020. For the slices that can be registered to the CCF, we used the CCF coordinates to define the coordinates of the center point of the midline and removed cells that substantially passed the midline in the other hemisphere (which has not been registered to the CCF). For the 13 slices that are at the anterior and posterior ends of the brain and cannot be registered to the CCF, we manually aligned and oriented the slices to determine the coordinates of the center point of the midline.The x, y coordinates are experimentally measured coordinates after rotating and aligning the tissue slices to the CCF, and the z coordinates are estimated position of each tissue slice in the 3D Allen-CCF 2020 space along the anterior-posterior axis based on either the registration results (for slices that can be registered to CCF) or anterior-posterior positions of the slices measured during tissue sectioning (for the slices that cannot be registered). The z position is set to zero when the estimated position becomes zero or negative. 1.9 million cells remained after this step. The cell-by-gene matrix of the 1.9 millions cells can be downloaded from the AWS bucket of this animal. We then filtered the cells by cell-classification (label transfer) confidence scores calculated during MERFISH-scRNAseq data integration. 1.5 million cells passed the confidence score threshold for cell subclass label transfer and 1.2 million cells further passed the confidence score threshold for cell cluster label transfer. These 1.2 million cells are included in the cell metadata file that can be downloaded from the AWS bucket and are displayed on the ABC Atlas. The CCF coordinates of the 1.1 million cells that were registered to the 3D Allen-CCF can be downloaded from the CCF coordinate file in the AWS bucket.",open,complete,2023/08/23
zhuang_abca_3,A molecularly defined and spatially resolved cell atlas of the whole mouse brain (sagittal set 1),MERFISH whole brain sagittal 1,"2.1 million cell spatial transcriptomics dataset spanning 23 sagittal sections with a 1122 gene panel and mapped to the whole mouse brain taxonomy and Allen-CCF-2020. We performed MERFISH imaging on 25 sagittal sections from this animal, obtained 2.2 million segmented cells that passed quality control, and integrated the MERFISH data (including data from all four animals) with the scRNA-seq data from the Allen Institute to classify cells. We applied a series of filters to select a subset of cells to be visualized on the ABC atlas. We first removed two fractured tissue slice and 2.1 million cells remained after this step. Then we aligned the spatial coordinates of the cells to the Allen-CCF-2020. For the slices that can be registered to the CCF, we used the CCF coordinates to define the coordinates of the center point of the tissue and removed cells that substantially passed the posterior edge (which has not been registered to the CCF). For the 3 lateral slices that cannot be registered to the CCF, we manually aligned and oriented the slices. The x, y coordinates are experimentally measured coordinates after rotating and aligning the tissue slices to the CCF, and the z coordinates are estimated position of each tissue slice in the 3D Allen-CCF 2020 space along the medial-lateral axis based on either the registration results (for slices that can be registered to CCF) or medial-lateral positions of the slices measured during tissue sectioning (for the slices that cannot be registered). 2.1 million cells remained after this step. The cell-by-gene matrix of the 2.1 millions cells can be downloaded from the AWS bucket of this animal. We then filtered the cells by cell-classification (label transfer) confidence scores calculated during MERFISH-scRNAseq data integration. 1.8 million cells passed the confidence score threshold for cell subclass label transfer and 1.6 million cells further passed the confidence score threshold for cell cluster label transfer. These 1.6 million cells are included in the cell metadata file that can be downloaded from the AWS bucket and are displayed on the ABC Atlas. The CCF coordinates of the 1.6 million cells that were registered to the 3D Allen-CCF can be downloaded from the CCF coordinate file in the AWS bucket.",open,complete,2023/08/23
zhuang_abca_4,A molecularly defined and spatially resolved cell atlas of the whole mouse brain (sagittal set 2),MERFISH whole brain sagittal 2,"0.22 million cell spatial transcriptomics dataset spanning 3 sagittal sections with a 1122 gene panel and mapped to the whole mouse brain taxonomy and Allen-CCF-2020. We performed MERFISH imaging on 3 sagittal sections from this animal, obtained 0.22 million segmented cells that passed quality control, and integrated the MERFISH data (including data from all four animals) with the scRNA-seq data from the Allen Institute to classify cells. We applied a series of filters to select a subset of cells to be visualized on the ABC atlas. We aligned the spatial coordinates of the cells to the Allen-CCF-2020. For all the three slices that can be registered to the CCF, we used the CCF coordinates to define the coordinates of the center point of the tissue and removed cells that substantially passed the posterior edge (which has not been registered to the CCF). The x, y coordinates are experimentally measured coordinates after rotating and aligning the tissue slices to the CCF, and the z coordinates are estimated position of each tissue slice in the 3D Allen-CCF 2020 space along the medial-lateral axis based on registration results. 0.22 million cells remained after this step. The cell-by-gene matrix of the 0.22 millions cells can be downloaded from the AWS bucket of this animal. We then filtered the cells by cell-classification (label transfer) confidence scores calculated during MERFISH-scRNAseq data integration. 0.19 million cells passed the confidence score threshold for cell subclass label transfer and 0.16 million cells further passed the confidence score threshold for cell cluster label transfer. These 0.16 million cells are included in the cell metadata file that can be downloaded from the AWS bucket and are displayed on the ABC Atlas. The CCF coordinates of the 0.16 million cells that were registered to the 3D Allen-CCF can be downloaded from the CCF coordinate file in the AWS bucket.",open,complete,2023/08/23
zhuang_dulac_merfish_HYP_1,A molecularly defined and spatially resolved cell atlas of the mouse hypothalamus,MERFISH_HYP-1,"In situ, spatially resolved, gene expression profiling of individual cells in the mouse hypothalamus by multuplexed error-robust fluorescence in situ hybridization (MERFISH) with 360 genes",open,complete,2022/07/08
zhuang_dulac_merfish_HYP_2,A molecularly defined and spatially resolved cell atlas of the mouse hypothalamus,MERFISH_HYP-2,"In situ, spatially resolved, gene expression profiling of individual cells in the mouse hypothalamus by multuplexed error-robust fluorescence in situ hybridization (MERFISH) with 360 genes. Animals here have been subjected to different behavioral conditions.",open,complete,2022/07/08
zhuang_dulac_merfish_HYP_3,A molecularly defined and spatially resolved cell atlas of the mouse hypothalamus,MERFISH_HYP-3,"In situ, spatially resolved, gene expression profiling of individual cells in the mouse hypothalamus by multuplexed error-robust fluorescence in situ hybridization (MERFISH) with 360 genes. Animals here have been subjected to different behavioral conditions.",open,complete,
zhuang_dulac_merfish_MOB,A molecularly defined and spatially resolved projection atlas of the sensory neurons into the mouse main olfatory bulb,MERFISH MOB,"In situ, spatially resolved sensory neuron projections into the main olfactory bulb by multuplexed error-robust fluorescence in situ hybridization (MERFISH). 355 sections and ~1100 genes were imaged.",open,complete,2022/05/04
zhuang_dulac_merfish_MOE,A molecularly defined and spatially resolved cell atlas of the mouse main olfactory epithelium,MERFISH MOE,"In situ, spatially resolved, gene expression profiling of individual cells in the main olfactory epithelium by multuplexed error-robust fluorescence in situ hybridization (MERFISH). ~3.3 million cells and ~1100 genes were imaged.",open,complete,2021/10/07
zhuang_dulac_merfish_PAG,MERFISH imaging of the mouse periaqueductal gray,MERFISH PAG,"In situ, spatially resolved, gene expression profiling of individual cells in the mouse periaqueductal gray by multuplexed error-robust fluorescence in situ hybridization (MERFISH). ~2.9 million cells,  262 marker genes, and 26 activity-related genes were imaged.",open,complete,2022/05/04
zhuang_dulac_merfish_PAG_1,MERFISH imaging of the mouse periaqueductal gray,MERFISH PAG 1,"In situ, spatially resolved, gene expression profiling of individual cells in the mouse periaqueductal gray by multuplexed error-robust fluorescence in situ hybridization (MERFISH). ~2.9 million cells,  262 marker genes, and 26 activity-related genes were imaged.",open,complete,2021/07/14
zhuang_dulac_merfish_PAG_2,Processed MERFISH data of the mouse periaqueductal gray (PAG),MERFISH PAG 2,"In situ, spatially resolved, gene expression profiling of individual cells in the mouse periaqueductal gray by multuplexed error-robust fluorescence in situ hybridization (MERFISH). ~2.9 million cells,  262 marker genes, and 26 activity-related genes were imaged.",open,complete,2021/10/07
zhuang_merfish_M1,A molecularly defined and spatially resolved cell atlas of the mouse primary motor cortex,MERFISH M1,"In situ, spatially resolved, gene expression profiling of individual cells in the mouse primary motor cortex by multuplexed error-robust fluorescence in situ hybridization (MERFISH). ~300,000 cells and 258 genes were imaged.",open,complete,2021/10/07
zhuang_merfish_MOp,A molecularly defined and spatially resolved cell atlas of the mouse primary motor cortex,MERFISH MOp,"In situ, spatially resolved, gene expression profiling of individual cells in the mouse primary motor cortex by multuplexed error-robust fluorescence in situ hybridization (MERFISH). ~300,000 cells and 258 genes were imaged.",open,complete,2021/07/14
zhuang_merfish_NAc,A molecularly defined and spatially resolved cell atlas of the mouse nucleus accumbens,MERFISH NAc,"In situ, spatially resolved, gene expression profiling of individual cells in the mouse nucleus accumbens by multuplexed error-robust fluorescence in situ hybridization (MERFISH). ~750,000 cells and 253 genes were imaged.",open,complete,2021/10/07
